rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,url2,url3,url4,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,how.sure,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology.n,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience
429,233292,9/16/2010 18:09,Complete,,,173.200.132.30,-87.7588,41.8406,United States,Cicero,IL,60804,,,,FY101418,,I agree to participate,FY101418,,310,,,end,,,nonphoto,Senate Majority Leader,Prime Minister of France,Secretary of Dep't of Homeland Security,,,,,Prime Minister of Germany,Senator from Kentucky,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,3,7,2,4,1,4,,Liberal,,,,, Other ,Chicago Tribune,,,,,,,,,,,,,CNN,,,,, Others ,WBBM newsradio,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,3,6,Independent,,,,Closer to Democratic Party,50,30,70,50,50,50,40,open,,,Japan,heart disease,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Ronald Reagan,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,25%,15%,20%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,6,10,5,10,7,Don't Know,,8,1,4,6,3,3,4,3,4,3,5
428,233288,9/16/2010 17:56,Complete,,,90.4.33.19,4.5833,46.05,France,Vaux-en-beaujolais,B9,,,,,FY101233,,I agree to participate,FY101233,,71,,,start,8,0,nonphoto,,President of France,,,,,,President of Germany,,,,,,Don't Know,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,7,3,5,1,5,,Slightly liberal,,NY Times,,, Other ,"The Financial Times, The Economist",,,,,Other,,,,,,BBC, Others ,CNN,EuroNews,,,,,,,,,Other,United Nations news,0,,7,2,Democrat,,,Strong,,,5,85,,,,,open,,,Russia,Breast cancer,Deny aid to known illegal immigrants,5,Can escort illegal immigrants back across the border,9,George W. Bush,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,40%,5%,50%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,7,9,0,0,0,Republicans,,,,3,5,2,4,2,2,2,2,6
427,233285,9/16/2010 17:53,Complete,,,99.107.188.102,-97,38,United States,,,,,,,FY101425,,I agree to participate,FY101425,,43,,,end,,,nonphoto,,Pres. of France,Head of Home Security,,,,,German Chancellor,,,,,,Don't Know,,percent,,,9,,,,,,8,,,I haven't thought much about this,7,1,4,2,5,,Moderate,Wall Street Journal,,,USA Today, Other ,Milwaukee Journal Sentinel,CBS,Fox,PBS,NBC,,ABC,,,,,,,,,NPR,,,,,,,,,,6,A moderate amount,2,5,Independent,,,,Closer to Democratic Party,40,30,70,40,70,70,60,closed,Couldn't say,Don't Know,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Don't Know,,,5,5,5,5,1,5,5,5,32%,20%,70%,Branch B,,,,Don't Know,Decreased,Increased,Increased,6,8,0,6,3,Republicans,,5,3,5,5,,2,2,6,6,6,6
426,233240,9/16/2010 17:21,Complete,,,71.131.181.45,-122.3124,37.5488,United States,San Mateo,CA,,,,,FY101574,,I agree to participate,FY101574,,37,,,end,,,photo,,,,newsreporter,representative,political analyst,,,,representative,representative,,,,,percent,,,2,,,,,,4,,,3,7,1,5,2,6,,Slightly liberal,,NY Times,,, Other ,Mercury News,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,,2,3,Democrat,,,Strong,,45,30,60,50,45,50,45,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Question any person whom they suspect to be an illegal immigrant for their papers,4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,4,Don't Know,,,0,0,5,5,0,0,1,1,20%,5%,15%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,5,10,1,3,3,Don't Know,,6,2,3,5,6,5,5,3,3,2,6
420,230763,9/15/2010 19:21,Complete,,,64.92.146.146,-107.6746,38.6321,United States,Crawford,CO,81415,,,,FY101284,,I agree to participate,FY101284,,30,,,end,,,photo,,,,Senator,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,,0,1,0,0,1,7,3,6,2,6,,Liberal,,,,,,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A great deal,3,5,Democrat,,,Strong,,75,45,60,50,80,50,50,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,7,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,George W. Bush,,,0,0,2,0,0,0,2,0,25%,0%,15%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,9,9,7,Don't Know,,8,0,3,4,4,4,2,3,2,3,5
421,230865,9/15/2010 19:35,Complete,,,71.198.176.205,-122.1424,37.4225,United States,Palo Alto,CA,,,,,FY101353,,I agree to participate,FY101353,,28,,,end,,,nonphoto,"Majority leader, House of Representitives",,Head of US Dept of commerce,,,,,,,,,Chancellor of Germany,,Governor of Mississippi,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,3,7,1,6,,Very liberal,,,,, Other ,San Jose Mercury,,,,,Other,,Don't have TV,,,,, Others ,,No TV,NPR,,, Others ,810 AM,,,,,,0,Not at all,5,8,Democrat,,,Strong,,70,30,100,90,90,90,90,open,,,"Germany, if you count the Jews killed",Old age,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",7,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Replaces Medicare with a “public option”,,,,,,,,,28%,30%,30%,Branch B,,,,Increased,Decreased,Increased,Increased,3,10,0,0,0,Democrats,,10,0,3,6,3,4,7,2,1,1,7
422,231572,9/15/2010 23:21,Complete,,,24.61.105.205,-70.91,43.1871,United States,Dover,NH,3820,,,,FY101497,,I agree to participate,FY101497,,13,,,end,,,photo,,,,"Senate majority leader (Harry Reid, D-NV)",Federal judge,FBI agent,,,,Senator McConnell (KY?),German chancellor Angela Merkel,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,5,2,5,1,4,,Slightly liberal,,,,, Other ,SF Chronicle,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,2,3,Independent,,,,Closer to Democratic Party,85,40,60,85,85,100,60,open,,,Germany,Cardiac arrest,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,25%,5%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,6,10,2,10,10,Other,Split power (Congress-President in different parties),10,0,3,5,6,3,2,3,3,3,5
423,231937,9/16/2010 4:14,Complete,,,82.64.190.138,2,46,France,,,,,,,FY101101,,I agree to participate,FY101101,,127,,,end,,,nonphoto,,president French Republic,attoney general,,,,,chancellor Germany,vice PM UK,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,6,2,7,3,5,,Liberal,,,,, Other ,Le Monde,,,,,Other,,None,,,,, Others ,,None,,,, Others ,France Culture,,,,Other,None,0,Not at all,7,2,Other,liberal democrat,,,,70,30,70,50,70,85,85,open,,,Russia (SSSR),Cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can  ask anyone they suspect of being an illegal immigrant for their papers,2,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Replaces Medicare with a “public option”,,,,,,,,,15%,20%,50%,Branch A,Decreased,Increased,Remained the Same,,,,,8,0,0,5,10,Other,Independents,10,0,3,4,7,3,3,2,4,5,6
424,232011,9/16/2010 6:06,Complete,,,87.101.168.36,46.7728,24.6408,Saudi Arabia,Riyadh,10,,,,,FY101201,,I agree to participate,FY101201,,43,,,start,10,0,nonphoto,,French President,,,,,,German Chancellor,,,,,,Governor of Mississippi,,regular,Robert Gates,Tom Vilsack,,,,,,,,,,2,2,2,4,4,4,,Slightly conservative,Wall Street Journal,NY Times,,USA Today,,,,,,,,,,,,,BBC,,CNN,,NPR,,,,,,,,,,0,A moderate amount,1,5,Independent,,,,Equally close to both,50,20,40,50,50,50,50,open,,,Russia,Breast Cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,Ronald Reagan,Couldn't say,Replaces Medicare with a “public option”,,,,,,,,,80%,20%,40%,Branch B,,,,Increased,Increased,Increased,Decreased,5,6,0,5,2,Don't Know,,,,2,5,4,4,4,4,4,4,6
425,232092,9/16/2010 7:46,Complete,,,69.180.183.103,-93.1002,44.9487,United States,Saint Paul,MN,,,,,FY101005,,I agree to participate,FY101005,,10,,,end,,,nonphoto,senate majority leader,president of france,secretary of homeland security,,,,,prime minister of germany,senate minority leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,,6,2,7,3,5,,Slightly liberal,Wall Street Journal,NY Times,,,,,,,,NBC,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,3,A lot,4,2,Democrat,,,Strong,,50,30,60,50,60,60,50,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Bill Clinton,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,35%,5%,25%,Branch A,Increased,Decreased,Increased,,,,,7,10,6,5,8,Democrats,,7,0,6,6,5,5,5,2,2,4,5
444,233543,9/16/2010 20:42,Complete,,,99.65.212.56,-120.8101,35.2904,United States,Los Osos,CA,,,,,FY101758,,I agree to participate,FY101758,,24,,,start,9,0,nonphoto,Chairman of the Senate,President of France,Immigration,,,,,Chancellor of Germany,Senator,,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,3,7,2,4,2,5,,Slightly liberal,,NY Times,,, Other ,"Local Paper, AP News online, Yahoo News",,,,,,,,,MSNBC,,, Others ,CNN,Daily Show with Jon Stewart,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A lot,2,2,Democrat,,,Strong,,85,30,70,85,85,85,60,closed,Couldn't say,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,40%,5%,10%,Branch B,,,,Don't Know,Decreased,Increased,Increased,5,10,5,8,10,Don't Know,,,,2,6,4,4,4,2,1,4,5
445,233565,9/17/2010 1:46,Complete,,,141.227.1.2,2.2564,48.897,France,Courbevoie,A8,,,,,FY101189,,I agree to participate,FY101189,,47,,,end,,,nonphoto,,Republic president for France,,,,,,German Chancelier,,,,,,Don't Know,,percent,,,,,,,,,,,,7,7,1,1,1,I haven't thought much about this,,Conservative,Wall Street Journal,NY Times,,,,,CBS,,,,,,,,MSNBC,,,,CNN,,,,,,,,,,,,1,A lot,1,8,Independent,,,,Equally close to both,70,70,65,70,50,50,0,open,,,Russia,cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can escort illegal immigrants back across the border,3,Don't Know,,,0,5,5,0,10,5,10,10,30%,10%,50%,Branch B,,,,Decreased,Remained the Same,Increased,Don't Know,5,10,0,10,5,Republicans,,5,10,4,6,4,3,4,1,1,1,7
446,233573,9/16/2010 21:49,Complete,,,71.241.151.250,-73.7437,41.0057,United States,White Plains,NY,10605,,,,FY101699,,I agree to participate,FY101699,,29,,,start,6,0,photo,,,,Senate Majority Leader,,,,,,,,,Chancellor of Germany,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,,2,7,4,6,1,5,,Very liberal,,NY Times,,,,,,,,,,,,,,,, Others ,,The Daily Show,NPR,,,,,,,,,,0,A little,3,5,Democrat,,,Strong,,85,0,60,85,85,85,85,open,,,Germany,heart attack,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",7,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,Couldn't say,Couldn't say,,,,,,,,,30%,1%,5%,Branch A,Don't Know,Decreased,Increased,,,,,5,10,7,10,6,Other,This is a ridiculous question,,,3,6,4,5,2,5,2,4,5
447,233586,9/16/2010 21:53,Complete,,,72.192.10.170,-71.4623,41.5877,United States,North Kingstown,RI,2852,,,,FY101678,,I agree to participate,FY101678,,74,,,start,0,10,nonphoto,Senator,French top dog,Homeland Secretary,,,,,Greman top dog,Senate republican head,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,7,7,1,3,2,6,,Slightly conservative,Wall Street Journal,NY Times,,, Other ,"FT, Economist",,,PBS,,,,,,MSNBC,,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,"Various feeds to iPad ""Times"" app",5,A moderate amount,6,7,Independent,,,,Closer to Republican Party,85,70,40,70,85,100,30,open,,,Russia,Breast cancer,Deny aid to known illegal immigrants,7,Can  ask anyone they suspect of being an illegal immigrant for their papers,3,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,30%,30%,15%,Branch A,Decreased,Decreased,Decreased,,,,,6,9,10,7,5,Republicans,,,,5,3,3,4,4,2,1,2,5
448,233590,9/16/2010 21:24,Complete,,,24.1.245.112,-87.6686,42.0106,United States,Chicago,IL,60626,,,,FY101406,,I agree to participate,FY101406,,27,,,end,,,nonphoto,Democratic Senator - Senate leader,French president,Homeland security chief,,,,,Chancelor of Germany,Senior Reoublican in House of Representatives,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,7,3,6,1,5,,Slightly liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,5,A moderate amount,2,5,Independent,,,,Closer to Democratic Party,85,15,70,85,85,85,60,closed,[Erstwhile] Soviet Union,Breast Cancer,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Don't Know,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,30%,10%,30%,Branch A,Increased,Decreased,Increased,,,,,6,10,0,5,5,Don't Know,,6,0,4,4,4,4,2,1,1,1,7
449,233615,9/16/2010 21:35,Complete,,,137.229.87.31,-147.4985,64.8834,United States,Fairbanks,AK,99775,,,,FY101545,,I agree to participate,FY101545,,23,,,start,10,3,photo,,,,Senator,,,,,,,,,Chancellor of Germany,,Don't Know,percent,,,5,0,5,0,,0,7,0,2,1,7,3,4,1,6,,Moderate,,NY Times,,, Other ,Local paper,,,,,,,,,,,,,,,,,,,,,,,,,0,Not at all,1,9,Democrat,,,Strong,,50,40,65,50,50,50,50,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Bill Clinton,,,3,3,5,3,0,0,5,0,2%,1%,10%,Branch A,Increased,Decreased,Increased,,,,,5,10,0,0,5,Democrats,,,,4,5,4,3,3,2,1,2,5
450,233616,9/16/2010 21:35,Complete,,,173.51.29.135,-118.4639,33.9944,United States,Venice,CA,90291,,,,FY101650,,I agree to participate,FY101650,,24,,,start,9,0,nonphoto,Senate majority leader,"President, France",Homeland Security secretary,,,,,"Premier, Germany",Senate minority leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,7,5,6,2,4,,Very liberal,Wall Street Journal,NY Times,,,,,,,,,,,,,,CSPAN,BBC,,,,,,, Others ,"Democracy Now, Pacifica Radio",Huffington Post,,,Other,"Salon, Informed Comment, Matt Taibbi Rolling Stone",0,A moderate amount,2,4,Other,Progressive registered Democrat,,,,90,25,50,50,95,95,95,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Bill Clinton,Does not reimburse routine mammograms for women younger than 50,Cuts benefits to existing Medicare patients,,,,,,,,,30%,0.05%,1%,Branch B,,,,Increased,Decreased,Increased,Increased,9,9,10,10,9,Democrats,,,,5,5,3,2,3,3,2,4,5
451,233637,9/16/2010 22:15,Complete,,,108.0.208.215,-118.1169,33.8287,United States,Long Beach,CA,90808,,,,FY101694,,I agree to participate,FY101694,,53,,,start,6,2,photo,,,,U.S. Senator?,Asst. Secretary of Agriculture?,President of the Republic (France),,,,U.S. Representative?,President of Germany,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,2,6,2,6,2,6,,Liberal,,NY Times,,, Other ,International newspapers,,,,,,,,,,,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,0,5,Democrat,,,Not very strong,,85,30,85,85,70,85,50,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,50%,30%,8%,Branch A,Don't Know,Decreased,Increased,,,,,5,8,1,2,5,Democrats,,,,2,5,6,4,4,5,2,4,5
452,233730,9/16/2010 23:11,Complete,,,67.188.133.3,-122.3041,37.5402,United States,San Mateo,CA,94403,,,,FY101405,,I agree to participate,FY101405,,32,,,start,9,0,nonphoto,Senator,French Prime Minister,consumer affairs,,,,,German Chancellor,Congressman,,,,,,,percent,,,0,0,0,0,,0,0,0,0,1,6,2,5,2,6,,Liberal,Wall Street Journal,,,, Other ,SF Chronicle,,,PBS,NBC,,,,,,,,,,,NPR,,,,,,,,,,5,A moderate amount,2,2,Democrat,,,Strong,,70,50,90,100,90,80,60,closed,Poland,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,George H. Bush,,,0,0,5,2,0,0,5,6,12%,2%,5%,Branch A,Increased,Decreased,Increased,,,,,6,10,10,7,7,Democrats,,,,2,6,5,2,5,1,1,2,6
453,233747,9/17/2010 0:13,Complete,,,66.27.74.149,-117.2481,32.8667,United States,La Jolla,CA,92037,,,,FY101752,,I agree to participate,FY101752,,969,,,start,3,5,nonphoto,senate majority leader,president of france,homeland security head,,,,,,senate minority whip,,,Chancellor of Germany,,,,percent,,,7,,,,,,10,,,4,6,2,4,3,6,,Moderate,Wall Street Journal,NY Times,Washington Post,, Other ,"boston.com, bostonherald, sfgate, signonsandiego, nydailynews, ",,,PBS,,,,,Fox News,,,,,CNN,,NPR,,,,,Huffington Post,Drudge Report,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,"tpm, realclearpolitics, the hill, politico, confluence, firedoglake, daily caller, crooksandliars ",4,A lot,4,4,Other,"unaffiliated; CA ""decline to state""",,,,100,50,50,100,100,100,100,open,,,russia,strokes,Question any person whom they suspect to be an illegal immigrant for their papers,4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Bill Clinton,,,5,0,7,6,2,0,5,3,24%,10%,55%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,7,10,5,0,10,Republicans,,,,3,5,7,4,3,1,1,1,7
454,233749,9/16/2010 23:32,Complete,,,93.44.208.162,12.4832,41.9,Italy,Rome,7,,,,,FY101161,,I agree to participate,FY101161,,52,,,start,10,0,nonphoto,,French Prime Minister,,,,,,German Chancellor,minority leader,,,,,,,regular,Don't Know,John Boehner,,,,,,,,,,2,7,3,6,2,6,,Very liberal,,NY Times,,, Other ,BBC,,,,,,,,,,,BBC,,,,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,5,4,Democrat,,,Strong,,100,40,100,100,100,100,100,open,,,China,heart disease,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Don't Know,Couldn't say,Couldn't say,,,,,,,,,28%,5%,30%,Branch A,Remained the Same,Increased,Increased,,,,,8,10,10,9,9,Democrats,,,,2,4,2,4,4,1,1,3,6
455,233774,9/17/2010 0:00,Complete,,,24.130.97.10,-122.8633,38.4032,United States,Sebastopol,CA,95472,,,,FY101774,,I agree to participate,FY101774,,44,,,end,,,nonphoto,senator,Russian president ,cabinet member,,,,,tea party candidate in Arizona,senator,,,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,4,7,1,5,1,6,,Liberal,,NY Times,,, Other ,Press Democrat,,,,,,,,,MSNBC,,BBC,,,,NPR,,, Others ,"Tomm Hartman, Randi Rhoades",Huffington Post,,,,,1,A moderate amount,6,2,Democrat,,,Not very strong,,100,10,80,100,100,100,75,closed,Couldn't say,Lung Cancer,,,Question any person whom they suspect to be an illegal immigrant for their papers,4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Ronald Reagan,Does not reimburse routine mammograms for women younger than 50,Cuts benefits to existing Medicare patients,,,,,,,,,8%,9%,15%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,7,10,7,7,10,Democrats,,9,5,5,2,6,5,5,4,2,4,6
456,233779,9/17/2010 0:04,Complete,,,67.11.203.61,-98.5748,29.5072,United States,San Antonio,TX,78229,,,,FY101589,,I agree to participate,FY101589,,9,,,end,,,nonphoto,Senate Majority Leader,French President,Homeland Security Chief,,,,,German President,Senate Minority leader,,,,,,,percent,,,10,0,0,0,,0,10,0,0,1,7,4,7,1,4,,Liberal,Wall Street Journal,NY Times,,,,,,,,,,,,,,,BBC,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Blogs in general via memeorandum,4,A moderate amount,3,5,Democrat,,,Strong,,75,15,75,85,70,100,70,closed,[Erstwhile] Soviet Union,Unintentional injuries,,,Question any person whom they suspect to be an illegal immigrant for their papers,10,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,,,5,0,7,7,0,0,10,5,25%,15%,20%,Branch A,Increased,Decreased,Increased,,,,,8,0,0,5,5,Democrats,,7,0,2,6,3,4,3,1,1,1,7
457,233787,9/17/2010 0:37,Complete,,,68.127.137.63,-122.2593,38.01,United States,Hercules,CA,94547,,,,FY101359,,I agree to participate,FY101359,,57,,,start,9,1,nonphoto,senator or representative,leader of France,Head of Homeland Security,,,,,leader of Germany,senator or representative,,,,,,,percent,,,0,0,0,0,,0,0,0,0,2,6,2,4,2,6,,Liberal,,NY Times,,, Other ,SF Examiner,,,,,,,,,,,,,,,NPR,,,,,,,,Other,Yahoo Headlines,0,A little,2,3,Democrat,,,Strong,,,15,70,,,70,70,open,,,Russia,cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Bill Clinton,,,0,0,6,2,2,0,8,8,10%,10%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,7,8,5,Don't Know,,,,3,6,6,5,4,3,1,4,5
458,233809,9/17/2010 1:15,Complete,,,97.94.238.98,-122.9367,42.3914,United States,Central Point,OR,97502,,,,FY101537,,I agree to participate,FY101537,,20,,,start,8,3,photo,,,,Senator from Utah,,,,,,,,,Chancellor of Germany,,Don't Know,percent,,,8,,,,,,2,,,3,7,1,7,1,6,,Slightly liberal,,,,USA Today, Other ,local newspaper,,,PBS,,,,,,,,,,CNN,,NPR,,,,,,,,,,5,A moderate amount,2,6,Democrat,,,Strong,,90,20,95,95,90,90,70,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Ronald Reagan,,,0,0,0,0,0,0,0,0,20%,5%,10%,Branch A,Remained the Same,Decreased,Increased,,,,,6,10,10,5,10,Democrats,,,,3,5,3,5,3,3,2,2,6
459,233824,9/17/2010 1:56,Complete,,,146.23.212.21,-121.9904,37.7806,United States,San Ramon,CA,94583,,,,FY101586,,I agree to participate,FY101586,,166,,,end,,,nonphoto,"US Senate minority leader, republican from Nevada","head of state, France.",a cabinet secretary.  HHS?,,,,,"head of state, Germany",US republican senator or representative,,,,,,,percent,,,7,0,0,0,,0,8,0,0,5,7,5,6,2,6,,Slightly liberal,,NY Times,,,,,,,,,,,,,,,BBC,,CNN,,,,,,,,,,,,0,A lot,1,9,Independent,,,,Closer to Democratic Party,,15,30,,,,,open,,,Soviet Union,Cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Ronald Reagan,,,0,0,3,1,2,0,5,5,18%,5%,15%,Branch B,,,,Increased,Decreased,Increased,Increased,6,9,0,9,10,Democrats,,7,2,1,3,4,4,4,3,3,4,4
460,233826,9/17/2010 2:11,Complete,,,75.61.98.198,-122.0732,37.3974,United States,Mountain View,CA,,,,,FY101011,,I agree to participate,FY101011,,24,,,end,,,photo,,,,,,"Sarkozy, French president",,,,,"merkel, German president",,,,Don't Know,percent,,,0,0,0,0,,,10,,,1,7,1,4,1,4,,Slightly liberal,,NY Times,,, Other ,San Jose Mercury News,,,,,,,,,,,, Others ,CNN,Daily Show!,NPR,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A moderate amount,1,6,Democrat,,,Not very strong,,85,15,75,50,85,90,70,closed,Poland,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,3,Bill Clinton,,,0,10,5,5,10,10,0,0,28%,23%,25%,Branch B,,,,Don't Know,Decreased,Increased,Increased,6,10,1,8,1,Don't Know,,8,0,2,6,4,4,3,4,4,4,5
