,misinfo,topic,polling_firm,sponsor,academic_comm,date,question,link,correct,leaning correct,incorrect,leaning incorrect,dk,not sure,refused_na,no opinion,undecided,misinformation,n_options,explicit_dk,explicit_ns,matter_of_opinion,n,mode,l_congenial_options,r_congenial_options,correct_valence ,prompt_type ,ire,footnotes
178,Y,ACA Death Panel,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/05-10/13,"(I'm going to read you a list of specific elements or parts of the (2010 health reform) law. For each, please tell me whether you think it is included in the health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=establish a government AND  panel AND  to AND  make AND  decisions AND  {about} AND  end of life AND  care AND  for AND  people AND  on AND  medicare&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 5-10, 2013&sample=1204&qstn_list=&qstnid=1830752&qa_list=&qstn_id4=1830752&study_list=&lastSearchId=317673102807&archno=USPSRA2013-HNI118&keywordDisplay=",39,0,40,0,21,0,0,0,0,,2,N,N,Y,"1,204",telephone,,,,TBYK,N,Don't know/Refused (21%); landline(602)/cellular(602)
179,Y,ACA Death Panel,Princeton Survey Research Associates International,Kaiser Family Foundation,0,09/13-19/12,"(I'm going to read you a list of specific ways the new (2010) health reform law may or may not impact Medicare. For each, please tell me if you think it is something the law does or does not do.) To the best of your knowledge, would you say the new law does or does not...establish a government panel to make decisions about end-of-life care for people on Medicare?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=establish a government AND  panel AND  to AND  make AND  decisions AND  {about} AND  end of life AND  care AND  for AND  people AND  on AND  medicare&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=September 13-19, 2012&sample=1534&qstn_list=&qstnid=1818732&qa_list=&qstn_id4=1818732&study_list=&lastSearchId=317673102860&archno=USPSRA2012-HNI114&keywordDisplay=",39,0,39,0,22,0,0,0,0,,2,N,N,Y,"1,534",telephone,,,,TBYK,N,Don't know/Refused (22%); landline(1033)/cellular(501)
180,Y,GW Scientist Agreement,ABC News/Washington Post,ABC News/Washington Post,0,11/16-19/15,"Do you think most scientists agree with one another about whether or not global warming is happening, or do you think there is a lot of disagreement among scientists on this issue?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  most AND  scientists AND  agree AND  with AND  one AND  another AND  {about} AND  whether not global AND  warming AND  is AND  happening&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=November 16-19, 2015&sample=1004&qstn_list=&qstnid=1876962&qa_list=&qstn_id4=1876962&study_list=&lastSearchId=317673102897&archno=USABCWASH2015-1173&keywordDisplay=",43,0,51,0,0,0,0,6,0,,2,N,N,Y,"1,004",telephone,,,,DYT,N,
181,Y,TARP,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,02/08-12/12,"From what you've read and heard, how much of the money the government provided to banks and financial institutions has been paid back...all of the money, most of it, only some of it, or none of it?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=how AND  much AND  of AND  that AND  money AND  has AND  been AND  paid AND  back AND  to AND  the&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=February 8-12, 2012&sample=1501&qstn_list=&qstnid=1805651&qa_list=&qstn_id4=1805651&study_list=&lastSearchId=317673103203&archno=USPEW2012-02POL&keywordDisplay=",13,0,84,0,13,0,0,0,0,,4,N,N,Y,"1,501",telephone,,,,FWYH,N,Don't know/Refused (13%); landline(900)/cellular(601)
182,Y,TARP,Opinion Research Corporation,Pew Research Center for the People and the Press,1,04/23-26/10,"Based on what you've read and heard, how much of the money the federal government provided to US (United States) automakers has been paid back...all of the money, most of it, only some of it, or none of it?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=how AND  much AND  of AND  that AND  money AND  has AND  been AND  paid AND  back AND  to AND  the&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1008&qstn_list=&qstnid=1761916&qa_list=&qstn_id4=1761916&study_list=&lastSearchId=317673103203&archno=&keywordDisplay=,18,0,72,0,11,0,0,0,0,,4,N,N,Y,"1,008",telephone,,,,BWYH,N,Don't know/Refused (11%)
183,Y,TARP,Opinion Research Corporation,Pew Research Center for the People and the Press,1,04/23-26/10,"Based on what you've read and heard, how much of the money the federal government provided to troubled banks and financial institutions has been paid back...all of the money, most of it, only some of it, or none of it?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=how AND  much AND  of AND  that AND  money AND  has AND  been AND  paid AND  back AND  to AND  the&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1008&qstn_list=&qstnid=1761915&qa_list=&qstn_id4=1761915&study_list=&lastSearchId=317673103536&archno=&keywordDisplay=,17,0,72,0,11,0,0,0,0,,4,N,N,Y,"1,008",telephone,,,,BWYH,N,Don't know/Refused (11%)
184,Y,GW Happening,Quinnipiac University,Quinnipiac University,1,03/30/17-04/03/17,"Do you believe that recent climate change is primarily caused by human activity, or not?",http://www.pollingreport.com/enviro.htm,65,0,29,0,0,6,0,0,0,,2,N,N,Y,"1,171",online,,,,DYB,N,"There is no climate change (vol.) (1%), Unsure/No answer (6%)"
185,Y,GW Happening,Quinnipiac University,Quinnipiac University,1,03/30/17-04/03/17,"Thinking about the past few years, do you think that there has been more extreme or unusual weather in the United States, less extreme or unusual weather in the United States, or about the same amount of extreme weather in the United States as before?",http://www.pollingreport.com/enviro.htm,56,0,42,0,0,3,0,0,0,,3,N,N,Y,"1,171",online,,,,DYT,N,Unsure/No answer (3%)
186,Y,GW Happening,Quinnipiac University,Quinnipiac University,1,03/16-21/17,Do you think that the climate is experiencing unusual change or do you think the climate is experiencing natural change?,http://www.pollingreport.com/enviro.htm,57,0,40,0,0,3,0,0,0,,2,N,N,Y,"1,056",online,,,,DYT,N,"Climate isn't changing (vol.) (1%), Unsure/No answer (3%)"
187,Y,GW Scientist Agreement,60 Minutes/Vanity Fair,60 Minutes/Vanity Fair,0,03/30/16-04/03/16,"As far as you know, what do scientific studies conclude about global warming? Most scientific studies conclude that global warming is real. Most scientific studies conclude that global warming is not real. OR, Most scientific studies are divided, and there is no real consensus either way.",http://www.pollingreport.com/enviro.htm,61,0,36,0,0,2,0,0,0,,3,N,N,Y,"1,010",online,,,,AFYK,N,Unsure/No answer (2%)
188,Y,GW Happening,Gallup Organization,Gallup Organization,0,03/02-06/16,"Which of the following statements reflects your view of when the effects of global warming will begin to happen? They have already begun to happen. They will start happening within a few years. They will start happening within your lifetime. They will not happen within your lifetime, but they will affect future generations. OR, They will never happen. (Options rotated. ""Unsure"" response not shown.)",http://www.pollingreport.com/enviro.htm,59,0,41,0,0,0,0,0,0,,5,N,N,N,"1,019",online,,,,N/A,N,
189,Y,GW Happening,Gallup Organization,Gallup Organization,0,03/02-06/16,"And from what you have heard or read, do you believe increases in the Earth's temperature over the last century are due more to the effects of pollution from human activities, or natural changes in the environment that are not due to human activities? (Options rotated)",http://www.pollingreport.com/enviro.htm,65,0,31,0,0,4,0,0,0,,2,N,N,Y,"1,019",online,,,,DYB,N,
190,Y,GW Happening,Gallup Organization,Gallup Organization,0,03/02-06/16,"Assuming these reports are accurate, do you think the record temperatures in 2015 were mainly due to human-caused climate change, or to natural changes in the Earth's temperatures? (Options rotated)",http://www.pollingreport.com/enviro.htm,49,0,48,0,0,3,0,0,0,,2,N,N,Y,"1,019",online,,,,DYT,N,
191,Y,GW Scientist Agreement,ABC News/Washington Post,ABC News/Washington Post,0,11/16-19/15,"Do you think most scientists agree with one another about whether or not global warming is happening, or do you think there is a lot of disagreement among scientists on this issue? (Options rotated)",http://www.pollingreport.com/enviro.htm,43,0,51,0,0,6,0,0,0,,2,N,N,Y,"1,004",online,,,,DYT,N,
192,Y,GW Happening,Quinnipiac University,Quinnipiac University,1,07/23-28/15,Do you think that climate change is or is not caused by human activity?,http://www.pollingreport.com/enviro.htm,68,0,27,0,0,6,0,0,0,,2,N,N,Y,"1,644",online,,,,DYT,N,
193,Y,GW Happening,Pew Research Center for the People & the Press,Pew Research Center for the People & the Press,1,05/05/15-06/07/15,"From what you've read and heard, is there solid evidence that the average temperature on earth has been getting warmer over the past few decades, or not? If yes: Do you believe that the earth is getting warmer mostly because of human activity such as burning fossil fuels, or mostly because of natural patterns in the earth's environment? (Options rotated)",http://www.pollingreport.com/enviro.htm,45,0,48,0,0,7,0,0,0,,2,N,N,Y,"5,122",online,,,,DYB,N,
194,Y,GW Happening,CBS News/New York Times,CBS News/New York Times,0,09/10-14/14,"Which statement comes closest to your view about global warming? Global warming is caused mostly by human activity such as burning fossil fuels. Global warming is caused mostly by natural patterns in the earth's environment. OR, Global warming does not exist.",http://www.pollingreport.com/enviro.htm,54,0,44,0,2,0,0,0,0,,3,N,N,N,"1,000",online,,,,N/A,N,Don't know what causes it/Unsure (2%)
195,Y,GW Happening,CNN/ORC,CNN/ORC,0,01/14-15/13,Which of the following statements comes closest to your view of global warming? Global warming is a proven fact and is mostly caused by emissions from cars and industrial facilities such as power plants and factories. Global warming is a proven fact and is mostly caused by natural changes that have nothing to do with emissions from cars and industrial facilities. Global warming is a theory that has not yet been proven.,http://www.pollingreport.com/enviro.htm,49,0,47,0,0,3,0,0,0,,3,N,N,N,814,online,,,,N/A,N,
196,Y,GW Happening,Princeton Survey Research Associates International,United Technologies/National Journal Congressional Connection Poll,0,01/10-13/13,"As you may know, federal officials reported recently that 2012 was the warmest year in history for the United States. They also reported that the 10 warmest years ever have all occurred within the past 15 years. Do you think these records are more likely the result of changes in the climate related to the burning of fossil fuels OR are more likely the result of factors like random weather variation?",http://www.pollingreport.com/enviro.htm,39,0,50,0,0,11,0,0,0,,2,N,N,Y,"1,001",online,,,,DYT,Y,Unsure/Refused (11%)
197,Y,GW Happening,Ipsos-Public Affairs,AP/Stanford University,1,09/21-23/07,You may have heard about the idea that the world¨s temperature may have been going up slowly over the past 100 years. What is your personal opinion on this?,http://surveys.ap.org/data/Ipsos/national/2007-09-24%20AP-Stanford%20Environment%20Topline.pdf,84,0,14,0,2,0,0,0,0,,2,N,N,Y,"1,001",online,,,,WYPO,Y,DK/NS (2%)
198,Y,Deficit Obama,YouGov/Huffington Post,YouGov/Huffington Post,0,01/28-29/14,"As you may know, the federal government runs a deficit when it spends more than it takes in during a given year. Since Barack Obama became president in 2009, would you say that the annual federal budget deficit has increased, stayed the same, or decreased?",https://today.yougov.com/news/2014/01/30/poll-results-deficit/,19,0,68,0,0,13,0,0,0,,3,N,N,N,"1,000",online,,,,N/A,Y,
199,Y,Obama Religion,Suffolk University Political Research Center,USA Today,0,09/24-28/15,Do you think President (Barack) Obama is a Muslim?,https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  muslim&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=USA Today&studydate=01-JAN-34&sample=1000&qstn_list=&qstnid=1870272&qa_list=&qstn_id4=1870272&study_list=&lastSearchId=317673196155&archno=&keywordDisplay=,67,0,17,0,0,0,2,0,15,,2,N,N,Y,"1,000",telephone,,,,DYT,N,
200,Y,Obama Religion,Opinion Dynamics,Fox News,0,07/22-23/08,"Some people believe Barack Obama, despite his professed Christianity, is secretly a Muslim. Others say that is just a rumor and Obama really is a Christian as he says, and point out he's attended a Christian church for years. What do you believe--is Obama a Muslim or a Christian?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  muslim&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Fox News&studydate=01-JAN-34&sample=900&qstn_list=&qstnid=1711867&qa_list=&qstn_id4=1711867&study_list=&lastSearchId=317673196172&archno=&keywordDisplay=,57,0,15,0,27,0,0,0,0,,2,N,N,Y,900,telephone,,,,WDYB,Y,
201,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,07/09-10/08,"(As I read you some statements about Barack Obama, please tell me if each one is true or false, to the best of your knowledge.)...Obama is a practicing Muslim today....As far as you know is this true or false?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  muslim&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=July 9-10, 2008&sample=1209&qstn_list=&qstnid=1710286&qa_list=&qstn_id4=1710286&study_list=&lastSearchId=317673196172&archno=USPSRA2008-NW07&keywordDisplay=",69,0,12,0,19,0,0,0,0,,2,N,N,Y,"1,209",telephone,,,,AFYK,N,
202,Y,Obama Religion,Princeton Survey Research Associates International,Newsweek,0,07/09-10/08,"(As I read you some statements about Barack Obama, please tell me if each one is true or false, to the best of your knowledge.)...Obama was raised as a Muslim....As far as you know is this true or false?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  muslim&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=July 9-10, 2008&sample=1209&qstn_list=&qstnid=1710285&qa_list=&qstn_id4=1710285&study_list=&lastSearchId=317673196172&archno=USPSRA2008-NW07&keywordDisplay=",51,0,26,0,23,0,0,0,0,,2,N,N,Y,"1,209",telephone,,,,AFYK,N,
203,Y,Obama Religion,Greenberg Quinlan Rosner Research,Democracy Corps.,0,06/22-25/08,"(Now, I am going to read you a list of words and phrases which people use to describe political figures. For each word or phrase, please tell me whether it describes Barack Obama very well, well, not too well, or not well at all.)...Is a Muslim",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  muslim&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Democracy Corps&studydate=01-JAN-34&sample=2008&qstn_list=&qstnid=1710120&qa_list=&qstn_id4=1710120&study_list=&lastSearchId=317673196172&archno=&keywordDisplay=,47,0,46,0,7,0,0,0,0,,4,N,N,N,"2,008",telephone,,,,N/A,N,"Very well (9%), Well (15%), Not too well (22%), Not well at all (47%), Don't know/Refused (7%)"
204,Y,Vaccines Medical Scientists,Abt SRBI,Pew Research Center for the People and the Press,1,05/10/16-06/10/16,"As far as you know, how many medical scientists say that childhood vaccines for measles, mumps and rubella are safe for healthy children?...Almost all, more than half, about half, fewer than half, almost none",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  these AND  vaccines AND  are AND  safe AND  for AND  healthy AND  children or are AND  they not safe AND  for AND  healthy AND  children&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=4563&qstn_list=&qstnid=1890797&qa_list=&qstn_id4=1890797&study_list=&lastSearchId=317673196268&archno=&keywordDisplay=,55,0,43,0,0,0,2,0,0,,5,N,N,Y,"4,563",online,,,,AFYK,N,No answer (2%); online(4091)/telephone or mail(472)
205,Y,Obama Citizenship,ORC International,CNN,0,09/04-08/15,"(On another subject, where was Barack Obama born, as far as you know?)(If No opinion, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's solid evidence of that, or is that your suspicion only?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Cable News Network&studydate=September 4-8, 2015&sample=1012&qstn_list=&qstnid=1869602&qa_list=&qstn_id4=1869602&study_list=&lastSearchId=317673196317&archno=USORCCNN2015-009&keywordDisplay=",76,0,24,0,0,0,0,1,0,,0,N,N,Y,"1,012",telephone,,,,AFYK,N,"Honolulu/Hawaii (59%), America/United States (other specific place) (4%), America/United States (general), Solid evidence Obama born in another country (9%), Suspicion only Obama born in another country (11%), No opinion (1%); landline(612)/cellular(400)"
206,Y,Obama Citizenship,GfK Knowledge Networks,AP,0,08/30/12-09/11/12,"Where was Barack Obama born, as far as you know? (If No answer, ask:) Is it your best guess that Obama was born in the United States, or in another country?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Associated Press&studydate=01-JAN-34&sample=1071&qstn_list=&qstnid=1823596&qa_list=&qstn_id4=1823596&study_list=&lastSearchId=317673196359&archno=&keywordDisplay=,49,0,38,0,0,0,12,0,0,,0,N,N,Y,"1,017",online,,,,AFYK,N,Refused/Not answered (12%)
207,Y,Obama Citizenship,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,04/28/11-05/01/11,"Is it your best guess that (Barack) Obama was born in the United States, or in another country?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=April 28-May 1, 2011&sample=1006&qstn_list=&qstnid=1803673&qa_list=&qstn_id4=1803673&study_list=&lastSearchId=317673196368&archno=USPEW2011-WK0428&keywordDisplay=",40,0,31,0,21,0,8,0,0,,2,N,N,Y,"1,006",telephone,,,,YBG,N,Subpopulation/Note: Asked of those who answered Don't know/No opinion/No answer/Refused about where Obama was born (21%).; landline(675)/cellular(331)
208,Y,Obama Citizenship,Washington Post,Washington Post,0,04/28/11-05/01/11,"(Where was Barack Obama born, as far as you know?) (If Don't know, ask:) Is it your best guess that Obama was born in the United States, or in another country? (If Another country, ask:) Do you think there's been solid evidence of that, or is that your suspicion only?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=01-JAN-34&sample=1006&qstn_list=&qstnid=1785393&qa_list=&qstn_id4=1785393&study_list=&lastSearchId=317673196391&archno=&keywordDisplay=,77,0,18,0,0,0,0,4,0,,0,N,N,Y,"1,006",telephone,,,,AFYK,N,"United States (77%), United States-best guess (8%), Another country-solid evidence (1%), Another country-suspicion only (8%), Another country-no opinion (1%), No opinion (4%)"
209,Y,Obama Citizenship,Princeton Survey Research Associates International,Pew Research Center for the People and the Press,1,04/07-10/11,And one last question to get your view on a topic that has been in the news...Was Barack Obama born in the United States or was he born in another country?,"https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=April 7-10, 2011&sample=1432&qstn_list=&qstnid=1785277&qa_list=&qstn_id4=1785277&study_list=&lastSearchId=317673196409&archno=USPEW2011-TYPOCB&keywordDisplay=",55,0,23,0,22,0,0,0,0,,2,N,N,N,"1,432",telephone,,,,N/A,N,
210,Y,Obama Citizenship,ABC News/Washington Post,ABC News/Washington Post,0,04/22-25/10,"Is it your best guess that (Barack) Obama was born in the United States, or in another country?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=obama AND  was AND  born AND  in AND  the AND  united AND  states&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=&studydate=April 22-25, 2010&sample=1001&qstn_list=&qstnid=1777740&qa_list=&qstn_id4=1777740&study_list=&lastSearchId=317673196418&archno=USABCWASH2010-1109&keywordDisplay=",52,0,34,0,15,0,0,0,0,,2,N,N,Y,"1,001",telephone,,,,YBG,N,Subpopulation/Note: Asked of those who do not know where Obama was born (19%). ; Don't know/No opinion (15%)
211,Y,GW Happening,Reuters,Reuters,0,08/16/15-09/16/15,Global warming is happening?,http://polling.reuters.com/#poll/TMCO4Y14/dates/20150816-20150916/type/overall,68.9,0,14.8,0,0,16.3,0,0,0,,2,N,N,N,"8,603",online,,,,N/A,N,
212,Y,GW Scientist Agreement,Reuters,Reuters,0,02/13-24/15,Do UN scientists speak with authority about global warming?,http://polling.reuters.com/#!poll/TM462Y15_6,40.9,0,59.1,0,0,0,0,0,0,,2,N,N,N,"1,810",online,,,,N/A,N,
213,N,GMOs,Mellman Group (D) and Public Opinion Strategies ∝,Pew Initiative on Food and Biotechnology,1,01/22-28/01,"Do you think genetically modified foods are basically safe, basically unsafe, or don¨t you have an opinion on this?",http://www.pollingreport.com/food.htm,29,0,25,0,46,0,0,0,0,,3,Y,N,Y,"1,001",online,,,,DYT,N,
214,N,GMOs,Mellman Group (D) and Public Opinion Strategies ∝,Pew Initiative on Food and Biotechnology,1,01/22-28/01,"Now, as you may know, more than half of products at the grocery store are produced using some form of biotechnology or genetic modification. Knowing this, do you think genetically modified foods are basically safe, basically unsafe, or don¨t you have an opinion on this?",http://www.pollingreport.com/food.htm,48,0,21,0,31,0,0,0,0,,3,Y,N,Y,"1,001",online,,,,DYT,Y,
215,N,GMOs,Gallup Organization,Gallup Organization,0,07/07-10/05,"From what you know or have heard, do you believe that foods that have been produced using biotechnology pose a serious health hazard to consumers, or not?",http://www.pollingreport.com/food.htm,54,0,33,0,0,13,0,0,0,,2,N,N,Y,"1,006",online,,,,DYB,N,
216,N,GMOs,Gallup Organization,Gallup Organization,0,07/07-09/03,"From what you know or have heard, do you believe that foods that have been produced using biotechnology pose a serious health hazard to consumers, or not?",http://www.pollingreport.com/food.htm,54,0,34,0,0,12,0,0,0,,2,N,N,Y,"1,006",online,,,,DYB,N,
217,N,GMOs,Gallup Organization,Gallup Organization,0,07/19-22/01,"From what you know or have heard, do you believe that foods that have been produced using biotechnology pose a serious health hazard to consumers, or not?",http://www.pollingreport.com/food.htm,53,0,30,0,0,17,0,0,0,,2,N,N,Y,"1,006",online,,,,DYB,N,
218,N,GMOs,ABC News,ABC News,0,07/09-13/03,"Scientists can change the genes in some food crops and farm animals to make them grow faster or bigger and be more resistant to bugs, weeds and disease. Do you think this genetically modified food, also known as bio-engineered food, is or is not safe to eat?",http://www.pollingreport.com/food.htm,46,0,46,0,0,9,0,0,0,,2,N,N,Y,"1,024",online,,,,DYT,Y,
219,Y,ACA Death Panel,Princeton Survey Research Associates International,Kaiser Family Foundation,0,06/09-14/11,"(I'm going to read you a list of specific ways the new (March 2010) health reform law may or may not impact Medicare. For each, please tell me if you think it is something the law does or does not do.) To the best of your knowledge, would you say the new law does or does not...allow a government panel to make decisions about end-of-life care for people on Medicare?",http://www.kff.org/interactive/question-finder/?QSTN_ID2=1788192&qid=+1788192&pid=4&ccid=4&x=50&y=9,48,0,31,0,20,0,0,0,0,,2,N,N,Y,"1,203",telephone,,,,TBYK,N,Don't know/Refused (20%); landline(803)/cellular(400)
220,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,02/14-19/13,"Thinking again about the 2010 health care law...to the best of your knowledge, would you say the health care law does or does not...allow undocumented immigrants to enroll in the Medicaid program?",http://www.kff.org/interactive/question-finder/?QSTN_ID2=1828875&qid=+1828875&pid=4&ccid=4&x=46&y=6,35,0,42,0,23,0,0,0,0,,2,N,N,Y,"1,209",telephone,,,,TBYK,N,Don't know/Refused (23%); landline(602)/cellular(607)
221,Y,ACA Illegal Imm.,Princeton Survey Research Associates International,Kaiser Family Foundation,0,04/01/05-05/01/05,"(As far as you know, who among the low income population is eligible to qualify for the Medicaid program?) Are low income...undocumented or illegal immigrants eligible, or not?",http://www.kff.org/interactive/question-finder/?QSTN_ID2=1628283&qid=+1628283&pid=4&ccid=4&x=46&y=18,56,0,27,0,17,0,0,0,0,,2,N,N,Y,"1,201",telephone,,,,AFYK,N,Don't know/Refused (17%)
222,Y,Crime Illegal Imm.,ICR-International Communications Research,Kaiser Family Foundation/Harvard University's Kennedy School of Government,1,05/27/04-08/02/04,"(As you may know, immigrants to the United States can be here legally--that is, they have been legally admitted to the country and are allowed to live and work here--or they can be here illegally. Such immigrants are sometimes called 'undocumented' because they do not have papers allowing them to live and work here.)...(And now a few questions about recent undocumented immigrants--that is, immigrants who are here illegally.)...And do you think they have been more likely to commit crimes than native-born Americans, less likely or about as likely to commit crimes as native-born Americans?",http://www.kff.org/interactive/question-finder/?QSTN_ID2=1628283&QSTN_ID2=1612185&qid=+1628283+1612185&pid=4&ccid=4&x=40&y=7,20,0,77,0,3,0,0,0,0,,3,N,N,Y,"1,888",telephone,,,,DYT,Y,
223,Y,Crime Illegal Imm.,ICR-International Communications Research,Kaiser Family Foundation/Harvard University's Kennedy School of Government,1,05/27/04-08/02/04,"(As you may know, immigrants to the United States can be here legally--that is, they have been legally admitted to the country and are allowed to live and work here--or they can be here illegally. Such immigrants are sometimes called 'undocumented' because they do not have papers allowing them to live and work here.)...And do you think they have been more likely to commit crimes than native-born Americans, less likely or about as likely to commit crimes as native-born Americans?",http://www.kff.org/interactive/question-finder/?QSTN_ID2=1612182&qid=+1612182&pid=4&ccid=4&x=86&y=12,22,0,74,0,3,0,0,0,0,,3,N,N,Y,"1,888",telephone,,,,DYT,Y,
224,Y,Voter Fraud 2016,Morning Consult/Politico,Morning Consult/Politico,0,07/20-24/17,"Based on what you know, who received the most votes from the general population in the 2016 presidential election?",https://morningconsult.com/wp-content/uploads/2017/07/170708_crosstabs_Politico_v1_TB.pdf,59,0,31,0,11,0,0,0,0,,0,N,N,Y,"3,981",online,,,,BWYK,N,Don't know/No opinion (11%)
225,Y,GW Happening,AP/NORC Center for Public Affairs Research,AP/NORC Center for Public Affairs Research,0,08/11-14/16,"Do you think climate change is happening, do you think climate change is not happening, or aren¨t you sure?",http://www.apnorc.org/PDFs/EnergyClimate/Energy%20CC%202016%20Election_Final%20Topline.pdf,77,0,10,0,0,13,0,0,0,,3,N,Y,Y,"1,096",online,,,,DYT,N,
226,Y,GW Happening,AP/NORC Center for Public Affairs Research,AP/NORC Center for Public Affairs Research,0,06/08-11/17,"Moving on・Do you think climate change is happening, do you think climate change is not happening, or aren¨t you sure?",http://apnorc.org/PDFs/June%20AP%20Poll_Institutions/AP%20Custom%20Poll%20Topline%20JUNE_FINAL.pdf,65,0,12,0,0,23,1,0,0,,3,N,Y,Y,"1,068",online,,,,DYT,N,SKIP/REFUSED (1%)
